date,volume,formatted_date,pct_change_2_days,log_return_2_days,pct_change_3_days,log_return_3_days,pct_change_14_days,log_return_14_days,pct_change_7_days,log_return_7_days
1593696600,86250500,2020-07-02,0.11932649421484176,0.11272715997587657,0.19746371662900408,0.18020575057793398,0.29229746677149393,0.25642161629907534,0.20651236419913244,0.18773385401977372
1594042200,102849500,2020-07-06,0.22502976787936446,0.2029651440111282,0.27020495452434146,0.2391782689651336,0.3841761008148801,0.32510508957427486,0.42746532827835493,0.35590037383159245
1594128600,107448500,2020-07-07,0.14991805404166159,0.1396906824811559,0.2413564803893149,0.21620471750302706,0.41514866727766253,0.3472345907901335,0.409622842592106,0.34332218108558
1594215000,81556500,2020-07-08,-0.004155844387012442,-0.004164503908373085,0.13007794145086882,0.12228660508088396,0.3771866651178999,0.3200427698314483,0.42317709823853145,0.3528917655020525
1594301400,58588000,2020-07-09,0.0031801862550344673,0.0031751401582473804,0.016550175234989917,0.01641471365014624,0.3887803159865355,0.3284258914267131,0.38136421604879667,0.32307157321733726
1594387800,116688000,2020-07-10,0.13088264881894296,0.12299843296989277,0.11137096361608712,0.10559435556962082,0.5432610849183885,0.4338977651064333,0.4304830694440853,0.3580121980266533
1594647000,194927000,2020-07-13,0.07371546846294619,0.0711250340440781,0.09604062188492546,0.09170425160259743,0.5056118236280276,0.40919934291858606,0.3371024095457824,0.29050489170535254
1594733400,117090500,2020-07-14,-0.01802999856366949,-0.018194519529792785,0.08787330700024398,0.08422469588158066,0.5141047989605294,0.41482437254075766,0.2549434584249559,0.22709051852098394
1594819800,81839000,2020-07-15,0.03269745020248438,0.032174262632895356,0.0008804686507521975,0.000880081265600019,0.6090024394847313,0.47561438415871216,0.1271744452282606,0.1197140103271197
1594906200,71504000,2020-07-16,-0.01065399124792521,-0.01071115136411116,0.002391365236957377,0.002388510473391392,0.5219780929794451,0.42001086576129687,0.07970589507526205,0.07668868467571688
1594992600,46650000,2020-07-17,-0.029217135410811612,-0.029652456100065727,-0.01052210653387653,-0.010577855304672923,0.5637985408645683,0.44711782363747954,0.09880811235656073,0.09422605813542706
1595251800,85607000,2020-07-20,0.09486624460552218,0.09063220476223233,0.06273572135459671,0.06084645260272836,0.6277803242267883,0.4872173224970391,0.17838605149540587,0.16414574927970182
1595338200,80786500,2020-07-21,0.044988132764600675,0.044005529146168065,0.04512743484886106,0.0441388252056063,0.4524406558307379,0.37324535233835565,0.015349770196990686,0.015233154311702357
1595424600,70805500,2020-07-22,-0.03083993456273537,-0.03132549452334299,0.06095921015910588,0.0591734141794511,0.4221930937429601,0.35220011241763327,0.06363812045337891,0.06169522071228073
1595511000,121642500,2020-07-23,-0.03525333310502288,-0.03588973346026858,-0.07908092498164632,-0.0823831130168946,0.25185751326145933,0.2246284589022105,-0.0024590312358533373,-0.002462059618773438
1595597400,96983000,2020-07-24,-0.11010911414447655,-0.11665642393429909,-0.09650846571121352,-0.10148853890101606,0.03311503543247829,0.032578544472205984,-0.08344707440269772,-0.08713546585491372
1595856600,80243500,2020-07-27,0.01753388645647025,0.01738194142278182,-0.03311496322071572,-0.033675677070769794,0.10773757858793886,0.10231971784383642,0.025962332557907253,0.025631033168119544
1595943000,79043500,2020-07-28,0.041983099894674414,0.04112572428858652,-0.024176043378536738,-0.024473081152160958,0.08098079513767131,0.07786877266916559,-0.01622423152724639,-0.016357285466261473
1596029400,47134500,2020-07-29,-0.026299110508573698,-0.026651117480922082,0.05794635647137958,0.056329629382607216,0.07518577457225151,0.07249346020466696,-0.08757764638523191,-0.09165228907503487
1596115800,38105000,2020-07-30,0.0074500391419263234,0.007422424668112271,-0.0338465417426872,-0.03443259790683051,-0.0370051698021282,-0.03770723563261491,-0.051563452847348645,-0.05294038994431727
1596202200,61235000,2020-07-31,-0.0455936633136097,-0.04666576877538553,-0.030972089093741717,-0.03146186368136483,-0.044286734700949903,-0.045297342614796676,-0.10146764494330596,-0.1069925633270774
1596461400,44046500,2020-08-03,-0.001673913315540343,-0.0016753158738262997,-0.00941222142410958,-0.009456796299734727,-0.02096514259846083,-0.021188031976648425,-0.01855173064774951,-0.018725972357874987
1596547800,42075000,2020-08-04,0.03930772988885445,0.038554847176087925,-0.00032938691360462347,-0.0003294411733891778,-0.03816922953778501,-0.03891675807160411,0.04940014220717903,0.04821870778330961
1596634200,24890000,2020-08-05,1.3460615267302245e-05,1.3460524673547525e-05,0.03792386368277989,0.03722243300032435,-0.010408868937548443,-0.010463420087863717,-0.035450815630604926,-0.03609445325598326
1596720600,29961500,2020-08-06,0.0017350074698290197,0.0017335040830426252,0.0030841249408144478,0.003079378783479747,-0.007502512478516188,-0.007530797888495755,0.008865555879944198,0.008826487577765718
1596807000,44482000,2020-08-07,-0.02175730179742008,-0.021997482061991924,-0.023059858270782052,-0.0233298962377555,-0.1158186646655952,-0.12309310691208797,-0.030951694868588064,-0.0314408178370531
1597066200,37611500,2020-08-10,-0.047671144079390215,-0.048844866948961396,-0.044746901197434075,-0.0457789486901552,-0.09550743481186375,-0.10038119398362522,-0.04633307530845532,-0.04744080403930795
1597152600,43129000,2020-08-11,-0.05391303799808411,-0.05542078814894147,-0.07733050771498096,-0.08048418846973959,-0.13686865231296186,-0.14718840053768645,-0.039398700748424664,-0.04019583721060904
1597239000,109494000,2020-08-12,0.09600515879760008,0.09167189544686316,0.07024803371258592,0.06789042881869989,0.027553192519283787,0.027180434923506525,0.046976417002051685,0.04590640728138151
1597325400,102126500,2020-08-13,0.1794324141947743,0.1650333178379153,0.14270012929263376,0.1333939963171371,0.14396619332832317,0.13450134123452795,0.09011438756073109,0.08628263345121834
1597411800,62888000,2020-08-14,0.06171371368424161,0.05988431367643532,0.20104922705186357,0.18319553064407668,0.07216804330419557,0.06968280717716002,0.11157425736165005,0.10577726043314328
1597671000,101211500,2020-08-17,0.1324120200470924,0.12434988886466591,0.18065809392719312,0.16607198973493986,0.24324575704102536,0.21772550581060734,0.23232055033998278,0.20889901823284163
1597757400,82372500,2020-08-18,0.14319899080179854,0.13383046484953987,0.16415171208125168,0.15199267765570124,0.25880692757248225,0.23016438950762197,0.299013600154614,0.2616052073446751
1597843800,61026500,2020-08-19,0.023365156420796174,0.023096369927085192,0.1380133263783183,0.12928404598558974,0.2628858396863325,0.23339945106958027,0.3242420461366027,0.2808402551088882
1597930200,103059000,2020-08-20,0.060802606371206824,0.059025797432874505,0.09053520143307803,0.08666858622390983,0.3991374725394383,0.335855955715882,0.4565225693839219,0.37605179292649105
1598016600,107448000,2020-08-21,0.09126819673963427,0.0873405031663319,0.08631809556753711,0.08279408430238178,0.3804579198561133,0.32241527010973847,0.31851863847035244,0.27650886282835696
1598275800,100318000,2020-08-24,0.006179343500777756,0.006160329646283991,0.07222137294582276,0.06973254594310863,0.35453935644029166,0.30346143818607807,0.24256625900630935,0.21717880473485973
1598362200,53294500,2020-08-25,-0.012995255810138273,-0.013080432883548987,0.01074517312154799,0.010687853985958284,0.3625001759617814,0.30932137670151594,0.22573923148932074,0.20354411626837265
1598448600,71197000,2020-08-26,0.0689951509292126,0.06671909595143433,0.050337077380455675,0.049111138728211046,0.44548807117640843,0.36844703005446977,0.17298057780308485,0.15954801182162814
1598535000,118465000,2020-08-27,0.10646258367451189,0.1011680649119322,0.11148347748578602,0.10569558925160649,0.5410853234290709,0.43248692367544006,0.18635041484218817,0.170881716330765
1598621400,100406000,2020-08-28,0.02797268658562113,0.027588597210758792,0.09393377652051127,0.08978016882251882,0.5603037193682947,0.44488049421418996,0.1782617263365016,0.16404023910530174
1598880600,118374400,2020-08-31,0.11294250658675331,0.10700741470289099,0.15717756660311122,0.14598390800306316,0.8128770732575998,0.5949151265272725,0.24466116170407748,0.21886333360078147
1598967000,90119400,2020-09-01,0.07312278768581093,0.07057289110504161,0.06097149702505589,0.05918499501562824,0.5277277333274448,0.4237814898723684,0.15866980469824932,0.14727262704401145
1599053400,96176100,2020-09-02,-0.10224356128226253,-0.10785647384069197,0.010594566095154967,0.010538836951612396,0.37991973557206715,0.32202533484866525,0.11054016280435675,0.10484653011380551
1599139800,87596100,2020-09-03,-0.1432480571342012,-0.15460685051385514,-0.18325575128835592,-0.2024292702011179,0.2328028609108832,0.20929032568207795,0.005762750542772421,0.005746209413705294
1599226200,110321900,2020-09-04,-0.06493503835758851,-0.06713927441449474,-0.11941897047995176,-0.12717332856792396,0.13943915445072963,0.1305361715695046,-0.02859503728115942,-0.029011840252123555
1599571800,115465700,2020-09-08,-0.18867323966811267,-0.20908439561642034,-0.2618861455637399,-0.30365719197684626,-0.1250814955940427,-0.13362453478388225,-0.26251258189820625,-0.30450625111464724
1599658200,79465800,2020-09-09,-0.12440238963896433,-0.13284864248169903,-0.10004914304841062,-0.10541512053576785,-0.02508875299383473,-0.025408840839279634,-0.1725851521653018,-0.18944907994458138
1599744600,84930600,2020-09-10,0.12455711803744074,0.11738928529127435,-0.11230639262710729,-0.11912863227107717,-0.07249866664816962,-0.07526104692548241,-0.2548162006742626,-0.2941243805262639
1599831000,60717500,2020-09-11,0.017582184293078784,0.017429405876836057,0.12873629164975786,0.12109868095748855,-0.09091796206985336,-0.09531993812877548,-0.21540888159513438,-0.24259256517278693
1600090200,83020600,2020-09-14,0.13001561710407783,0.12223145307483385,0.14562628730931815,0.1359514632854557,0.04165425213940854,0.04081007650306745,-0.062029193515159564,-0.06403645361073806
1600176600,97298200,2020-09-15,0.20669673828237412,0.18788665808752825,0.21118116605025827,0.19159605375374245,0.1114296425209318,0.10564715284230175,0.10506144905558967,0.09990094342859646
1600263000,72279300,2020-09-16,0.05276205830528746,0.051417242095738835,0.18523290491201827,0.1699392995043585,0.02583634132626189,0.02550822264737196,0.05603366329843995,0.054520062899495514
1600349400,76779200,2020-09-17,-0.05854237041564592,-0.060325934994409636,0.009079637774481508,0.009038665684498959,-0.054316040925111664,-0.055846847064040084,0.28230521072341563,0.24865940405060716
1600435800,86406800,2020-09-18,0.000882796365081262,0.0008824069295485515,-0.016920170099396503,-0.017064951653621208,-0.0011972503570656379,-0.0011979676338382816,0.2071366041553997,0.1882511123107431
1600695000,109476800,2020-09-21,0.06130888794297995,0.0595029463317287,0.017271832474968996,0.017124369920488824,-0.09818990198389976,-0.10335131543520237,0.21018478774241012,0.1907730650910615
1600781400,79580800,2020-09-22,-0.04052919406881561,-0.041373390332672066,0.001889375633245427,0.0018875930081163617,-0.10697816674566141,-0.11314424907155196,0.1382002833143472,0.12944831610123497
1600867800,95074200,2020-09-23,-0.1536082846675575,-0.16677300604930156,-0.13974897522985852,-0.1505310430583613,-0.14978655362899762,-0.16226784764381197,-0.09356086512193218,-0.0982313940330739
1600954200,96561100,2020-09-24,-0.08589680479389894,-0.08981180886178386,-0.137074710375365,-0.1474271621853962,-0.047198996204123156,-0.04834920741948068,-0.13778459595150838,-0.14825015084807713
1601040600,67208500,2020-09-25,0.07093283212057866,0.06853007439210046,-0.03981334231675049,-0.040627578333588765,-0.02624787434041631,-0.026598498837216766,-0.07791563895970544,-0.08111856173671228
1601299800,49719600,2020-09-28,0.08615488518508108,0.08264383121826135,0.1073720381436043,0.10198967508216672,0.2755519914797353,0.24337901941520101,-0.005266467910452155,-0.0052803846354061434
1601386200,50219300,2020-09-29,0.02879660993711508,0.028389779333576115,0.08066220915971178,0.07757400986177121,0.1441247371433203,0.13463992297805838,-0.05219945016592964,-0.05361118933268472
1601472600,48145600,2020-09-30,0.01854225387523245,0.018372442201441075,0.053198835426312874,0.051832042891507335,0.15530245596076098,0.14436217632536774,-0.04535037321369051,-0.04641088876569377
1601559000,50741500,2020-10-01,0.0694156008052964,0.06711233179834597,0.06400757519880251,0.062042510441855825,0.20240395523269772,0.1843228488995683,0.05640806179681723,0.05487453279833332
1601645400,71430000,2020-10-02,-0.032446826672736795,-0.032984896077035586,-0.009497246084826494,-0.009542632519104366,-0.010795478842784312,-0.010854172826501696,0.09130826670483638,0.08737722120657221
1601904600,44722800,2020-10-05,-0.050160681012661135,-0.05146244660104404,-0.007762096487359371,-0.007792378360629293,-0.05353970243462092,-0.055026255789004,0.09770747903751165,0.09322389505907314
1601991000,49146300,2020-10-06,-0.0026740835995935353,-0.002677665347830427,-0.07626738753231377,-0.07933262966528076,-0.06288482018559238,-0.06494908027007096,0.01630091498044206,0.016169481466641322
1602077400,43127700,2020-10-07,-0.0008927008300856354,-0.0008930995247657947,0.024597054964357712,0.0242994181916405,0.004416302929725058,0.004406579680639844,0.009734034822207471,0.009686964316045987
1602163800,40421100,2020-10-08,0.028841978174160232,0.028433876715219242,0.0005638525561053598,0.0005636936509825219,-0.03670695622026798,-0.03739761048440027,0.016345732177907912,0.01621357884828445
1602250200,28925700,2020-10-09,0.020456177890290306,0.020249760542983886,0.04835979632440046,0.04722684408245481,-0.0342464544088219,-0.03484660610810497,0.011631407474853805,0.011564282657588798
1602509400,38791100,2020-10-12,0.03845786497190162,0.03773679054212575,0.03997178576989624,0.03919358371787407,0.042594763073522834,0.04171257039039755,-0.013075722557247205,-0.013161962407935768
1602595800,34463700,2020-10-13,0.0291474513743879,0.028730742382346186,0.048671064554864474,0.047523709749581755,0.17428228808992818,0.16065714232354278,0.07603169875696869,0.07327992111697057
1602682200,48045400,2020-10-14,0.04295727000764349,0.04206020682623901,0.06290319767965147,0.061004030001129195,0.18956130283983685,0.17358458607842042,0.08367787006686367,0.08036069101934729
1602768600,35672400,2020-10-15,0.004992748274491143,0.004980325837733446,0.014876819514912043,0.014767245045189448,0.1019787129139762,0.09710739376917576,0.08430357256461107,0.08093791230253444
1602855000,32775900,2020-10-16,-0.046889171770240545,-0.048024088039448465,-0.01562740527064166,-0.015750800420665456,0.04385090381152357,0.0429166668207106,0.033787975657692204,0.033229702504664616
1603114200,36287800,2020-10-19,-0.040211232655059215,-0.041042052746977475,-0.0660524648320131,-0.06833501452802704,0.028062087580867257,0.027675561688622174,0.011527923060052014,0.011461982840337726
1603200600,31656300,2020-10-20,-0.040325722575670464,-0.04116134644326319,-0.060016044707626004,-0.061892472701662093,-0.016479819032850118,-0.016617121823993664,-0.02778801280781973,-0.02818140448158246
1603287000,32370500,2020-10-21,-0.019009753682626696,-0.019192762058073853,-0.03873359169193369,-0.03950368854665243,-0.056943923610177194,-0.05862953216779765,-0.044449409195402634,-0.04546756975986188
1603373400,39993200,2020-10-22,0.00912453448651207,0.009083157428848132,-0.011698299060941442,-0.011767262525836486,0.025777571855336356,0.025450931681890054,-0.0467032030373139,-0.047828989435080516
1603459800,33717000,2020-10-23,-0.004755843497916246,-0.004767188505952369,-0.0031047010262452712,-0.003109530609341604,-0.01186334307427761,-0.011934274072705975,-0.08816384995962523,-0.09229496509205326
1603719000,28239200,2020-10-26,-0.012940674170478284,-0.013025134131596339,-0.005583985868218733,-0.005599634599358971,0.015218096588670349,0.015103462898124143,-0.06371414585727009,-0.0658344494044103
1603805400,22686500,2020-10-27,0.009628385388477101,0.009582327889449793,-0.002606956121243731,-0.002610360148739943,-0.0014577830589764806,-0.001458846658490387,-0.034093798289968946,-0.034688549163155
1603891800,25451400,2020-10-28,-0.03392978444618633,-0.0345187605024746,-0.03473365118879468,-0.0353512065958812,-0.046722445028845594,-0.0478491743195697,-0.05758651517269031,-0.059311157159907424
1603978200,22655300,2020-10-29,-0.03261280574168535,-0.03315645595778083,-0.0224850391036423,-0.022741681974924433,-0.05338712771367371,-0.0548650631592551,-0.02633079538525962,-0.02668365867767264
1604064600,42511300,2020-10-30,-0.04428348592498621,-0.04529394329979297,-0.08627669012613903,-0.09022747778512397,-0.12267687258776239,-0.13087990816148842,-0.08186637541241037,-0.08541233840162654
1604327400,29021100,2020-11-02,-0.025119823634941363,-0.025440711572463748,-0.013570709317617724,-0.013663633044913581,-0.10330232791081773,-0.10903651711406503,-0.05937198682911271,-0.06120752767898452
1604413800,34351700,2020-11-03,0.09241311349834991,0.0883891148463043,0.031813664414488185,0.03131809301896116,-0.08107521111244742,-0.08455100014142314,0.007774026996915984,0.007743964950630122
1604500200,32143100,2020-11-04,0.05110983676208747,0.04984659334404107,0.0848881602825573,0.08147690359892046,-0.06215468185928252,-0.06417024960775741,0.0016655853456373215,0.0016641997966528876
1604586600,28414500,2020-11-05,0.03347488239141483,0.03292679640111551,0.09383033046853706,0.08968560099254042,-0.0035936430540843833,-0.0036001157008591633,0.03157672575441328,0.03108843346229584
1604673000,21706000,2020-11-06,0.021307427874513563,0.021083598535923898,0.014272277418395651,0.01417138728854006,-0.002042509557506844,-0.0020445983248560395,0.058938042069041074,0.057266558835051384
1604932200,34833000,2020-11-09,-0.03841673334920204,-0.039174116922072066,0.0006651118152638524,0.0006648907264272808,-0.0016115861777663554,-0.0016128861796680383,0.025387687204582177,0.0250707724980046
1605018600,30284200,2020-11-10,-0.04556349877723853,-0.04663416372569262,-0.06329752155522972,-0.06538957283826807,-0.029055529224060406,-0.02948599999247481,0.0575197822779574,0.05592633840915173
1605105000,17357700,2020-11-11,-0.0098039329323244,-0.009852307919220316,-0.02981743681878446,-0.030271015728716932,-0.02033867279249635,-0.020548351527736486,0.04149707800539959,0.04065917615124803
1605191400,19855100,2020-11-12,0.0034116981773042454,0.0034058915383292643,-0.022551392915946322,-0.022809564377866742,-0.02108740464118497,-0.021312919948193176,-0.028638792889022602,-0.0290568848988233
1605277800,19771100,2020-11-13,-0.020689005302404473,-0.020906021219876614,-0.004532569982351076,-0.004542873222900923,-0.028028930269134555,-0.02842923861601676,-0.029645139105508367,-0.03009343841266965
1605537000,26838600,2020-11-16,-0.008912991404443016,-0.00895294972161853,-0.021671921077606404,-0.021910206180264957,-0.039064699595010466,-0.0398481975592615,-0.06847908021360427,-0.07093663102155734
1605623400,61188300,2020-11-17,0.08105259571985934,0.07793519216344169,0.07249362463083342,0.0699864274022115,0.08765577385573553,0.08402471404989953,0.02711936926034242,0.026758155214848145
1605709800,78044000,2020-11-18,0.19248209712425535,0.1760369307739582,0.19128522557757033,0.17503274581356987,0.1845289549302087,0.16934518917247754,0.1552010714693468,0.14427441667447294
1605796200,62475300,2020-11-19,0.13056770810154283,0.12271990311539316,0.22343108994096972,0.2016592802392232,0.2866456499829535,0.25203856046508566,0.2166634341453606,0.19611222205593393
1605882600,32807300,2020-11-20,0.00610301375498401,0.006084465793922078,0.10869319442989389,0.10318201944405025,0.22246628901504373,0.20087036653886337,0.17375873137947084,0.16021119038761533
1606141800,50260300,2020-11-23,0.04522600410425892,0.044233133903488486,0.07235319718403477,0.06985548336875347,0.2310686083976976,0.20788257952226985,0.26736439481574714,0.23693946442109315
