created_at,text,quote_count,reply_count,retweet_count,favorite_count,positive_sentiment
2020-06-21,RT @cleantechnica: Exclusive Pro Photos: Tesla Cybertruck At The Petersen Auto Museum https://t.co/3ixBOsRTst,0,0,0,0,0.031132135540246964
2020-06-21,@TheGledinator @teslaownersSV @mattie_rogers @aikatchu @Tesla Haha Teslas all the way down,4,31,29,1164,0.014409326016902924
2020-06-21,"@teslaownersSV @mattie_rogers @aikatchu @Tesla Maybe, will look into it. We’d need to emulate a TV.",3,74,46,1337,0.05749230086803436
2020-06-21,"@mattie_rogers @aikatchu @Tesla We could probably make a fun punch (click) buggy game, with extra points for rare Teslas",9,42,56,1931,0.36681655049324036
2020-06-21,"@cleantechnica For example, we created a chip design team from scratch for the Tesla full self-driving computer, wh… https://t.co/jiZtSep19O",20,118,209,2691,0.00363136432133615
2020-06-21,"@cleantechnica Tesla should really be thought of as roughly a dozen technology startups, many of which have little… https://t.co/XqCOkleu0A",115,280,736,7950,0.005520291160792112
2020-06-21,@vincent13031925 @teslacn We are putting a lot of effort into improving the Tesla China experience with local engin… https://t.co/rgU7VJoMVy,11,106,103,2383,0.12344815582036972
2020-06-21,"@aikatchu @Tesla Cool, lmk what we can do to improve the product, especially vehicle software/firmware, app &amp; overa… https://t.co/WH6PEYqhaO",101,863,515,27468,0.20959258079528809
2020-06-21,RT @Tesla: https://t.co/26o1bAP14v,0,0,0,0,0.0029115895740687847
2020-06-20,@PPathole @Tesla Pulling up to The Petersen,24,366,241,14141,0.00507995393127203
2020-06-19,Juneteenth is henceforth considered a US holiday at Tesla &amp; SpaceX,2588,6353,33713,421136,0.060815200209617615
2020-06-19,@EvaFoxU @Tesla Moving fast,10,117,71,1985,0.03106001578271389
2020-06-19,@KatriniaDivina @TeslaPhx @Tesla Opening in about two weeks,11,50,31,923,0.0014729626709595323
2020-06-18,@TeslaPhx @Tesla 🤣🤣,9,115,153,12969,0.006834253668785095
2020-06-18,"@Teslarati Tesla has an option to purchase this land, but has not exercised it",103,780,557,17970,0.007077026180922985
2020-06-16,"@tesla_peter @t0mmyr Actually, we’ve made slight changes, but the range improvement is &gt;90% efficiency",6,58,40,1203,0.31304043531417847
2020-06-15,Tesla Model S now first ever electric vehicle to receive EPA range rating above 400 miles! https://t.co/EOTwVfvHS5,702,2254,7456,90324,0.09134260565042496
2020-06-10,Tesla factory workplace safety is 5% better than industry average for manufacturers &amp; improving fast https://t.co/axmInA9fZb,36,356,582,10791,0.5043002367019653
2020-06-10,Tesla batteries are lasting much longer than 200k miles / 320k km https://t.co/z882nf6yv9,56,210,674,7845,0.1784927248954773
2020-06-10,"Moreover, energy produced by Tesla solar deployments far exceeds energy used in our factories https://t.co/IDqf5gWeFt",22,113,380,4335,0.02732759341597557
2020-06-10,"Posting Tesla Impact Report, this time with summary points &amp; charts in my reply tweets https://t.co/4lyaV7kIS4",198,796,2075,23923,0.01134358998388052
2020-06-10,"Wort reading the whole thing
https://t.co/4lyaV7kIS4",390,2192,3082,39269,0.1209895983338356
2020-06-10,@jgrano305 @ICannot_Enough @GerberKawasaki @Tesla @joerogan We shall see …,11,127,44,1646,0.004520815331488848
2020-06-10,@flcnhvy @GerberKawasaki @Tesla @joerogan Maybe I should retweet the top four or five point. What caught your eye the most?,5,101,51,1562,0.16343356668949127
2020-06-10,@flcnhvy @GerberKawasaki @Tesla @joerogan Good point!,2,44,32,1117,0.8477756977081299
2020-06-10,@ICannot_Enough @GerberKawasaki @Tesla @joerogan Yes,46,81,106,1668,0.011442631483078003
2020-06-10,@GerberKawasaki @Tesla (Formerly) mainstream media has systemic negative &amp; political bias about almost everything.… https://t.co/L6zNZN8j9A,146,295,2044,14467,0.0010945753892883658
2020-06-08,@PPathole @Tesla Autopilot prime directive is: don’t crash. What seems fast to humans is slow to a computer. 360 de… https://t.co/spHZHf7C5w,168,674,3236,49257,0.010872510261833668
2020-06-08,@emmerichvideo @Tesla Good point,3,50,35,1235,0.9122706651687622
2020-06-06,Order a Tesla online in 2 mins at https://t.co/46TXqRrsdr,1012,5031,3453,51933,0.021528244018554688
2020-06-06,Tesla Model Y review by Dan Neil https://t.co/3oS85UFaaR,164,1025,1891,26239,0.0017867524875327945
2020-05-29,"@cleantechnica Worth noting that, as of Jan 1, Tesla buyers no longer received any federal tax credit. Model 3 led… https://t.co/vqSQaqJIpW",45,369,465,11230,0.005912153050303459
2020-05-18,Tesla Full Self-Driving option cost rises by ~$1000 worldwide on July 1st. Order a Tesla online in less than 2 minu… https://t.co/ShDPEhKHqM,458,2704,2512,30359,0.04439258202910423
2020-05-15,@flcnhvy Tesla makes the safest cars in the world &amp; our factory injury rate is better than industry avg &amp; tracking… https://t.co/UMfhMOOWJJ,62,172,265,2941,0.594733476638794
2020-05-15,@flcnhvy Absolutely. Tesla already went through this in China with 7000 employees. Zero fatalities or serious illnesses.,26,164,606,9581,0.04493241384625435
2020-05-14,Tesla Supercharger usage by region https://t.co/1y2zL2Jizt,464,1647,3124,46725,0.005363426171243191
2020-05-14,RT @JimBridenstine: Here’s some @Tesla news that everyone should love. Check out the Model X that will carry @AstroBehnken and @Astro_Doug…,0,0,0,0,0.6237608790397644
2020-05-13,RT @cleantechnica: Elon Musk’s Email To Tesla Employees Returning To Work https://t.co/MYCLC79XJw,0,0,0,0,0.008363254368305206
2020-05-13,"RT @Teslarati: Tesla’s proven anti-pandemic safety plan has fallen on deaf ears amid an anti-Elon Musk narrative
https://t.co/MO6pdB6vDb",0,0,0,0,0.0042525166645646095
2020-05-13,"@jaredpolis @Tesla @kimbal Hi Jared, Colorado is great! I think your policies make a lot of sense.",105,655,362,10967,0.8601119518280029
2020-05-12,"@KenJennings All other car companies are allowed to manufacture *except* Tesla, you knucklehead. No wonder you got… https://t.co/LkrUaFWyt6",186,535,570,7393,0.006527972873300314
2020-05-12,@alandail Haggerty actually admitted to NYT that he told his staff to “slow down” Tesla for reasons that had nothin… https://t.co/BzhReGljBO,30,138,231,1974,0.006078575272113085
2020-05-11,"@thehill Don’t mislead the public. State said YES, an unelected county official is the problem. Tesla factory in ad… https://t.co/RgdGBvw5fX",150,695,3112,40088,0.006064389832317829
2020-05-11,"RT @elonmusk: @ChillMichelle @Tesla Yes, California approved, but an unelected county official illegally overrode. Also, all other auto com…",0,0,0,0,0.003798271296545863
2020-05-11,Tesla is restarting production today against Alameda County rules. I will be on the line with everyone else. If any… https://t.co/c6C8SDqyNY,26335,33044,75893,505436,0.07503871619701385
2020-05-11,"@ChillMichelle @Tesla Yes, California approved, but an unelected county official illegally overrode. Also, all othe… https://t.co/jtPRHGlTYt",650,4252,6592,66997,0.0026544248685240746
2020-05-11,@HidalgoCounty @JudgeCortez @GovAbbott @Tesla @john_jwitt Note is much appreciated,108,432,1063,17618,0.851216733455658
2020-05-11,Thanks for the cool suggestions 😀❤️👍 More fun coming to your Tesla soon! https://t.co/QnuG6kRHM5,182,1875,1798,42896,0.9966842532157898
2020-05-11,@PPathole @LorenaSGonzalez @Tesla Absolutely,3,70,69,2551,0.03178653493523598
2020-05-10,@flcnhvy @AlamedaCounty @Tesla Exactly,12,209,118,4399,0.010476680472493172
2020-05-10,RT @Tesla: https://t.co/X9dzVXLBLx,0,0,0,0,0.0014195407275110483
2020-05-09,@thirdrowtesla @Tesla @AlamedaCounty @ACSOSheriffs @Dare2BWell I’m not messing around. Absurd &amp; medically irrationa… https://t.co/JzkXq9PgoQ,614,2269,4645,29677,0.002708286512643099
2020-05-09,"@adrianfine @Tesla @cityofpaloalto Much appreciated, Mayor Fine!",15,185,148,5434,0.9771131277084351
2020-05-09,@bradd_libby Tesla is the biggest manufacturer in California &amp; second biggest exporter,128,553,826,9545,0.5950349569320679
2020-05-09,@KristiRJensen @EverydayElon @SjvTesla @GerberKawasaki @thirdrowtesla Exactly! Tesla knows far more about what need… https://t.co/RIMdo6cqRc,108,333,476,4360,0.06962119787931442
2020-05-09,"@GerberKawasaki @thirdrowtesla Frankly, this is the final straw. Tesla will now move its HQ and future programs to… https://t.co/IDLjEvXyDW",5632,12838,14026,60258,0.03196010738611221
2020-05-09,@GerberKawasaki @thirdrowtesla Tesla is filing a lawsuit against Alameda County immediately. The unelected &amp; ignora… https://t.co/spZgw673Yf,1556,3313,5598,29289,0.0005914288922213018
2020-05-07,@Godmiller1 @Johnnaaaaaaaaaa @EvaFoxU @Tesla Would cover latitude of London,8,110,31,1020,0.0033793922048062086
2020-05-07,@clay_ellis @Tesla Yes,18,122,72,7316,0.09443414956331253
2020-05-07,"@Johnnaaaaaaaaaa @EvaFoxU @Tesla It will only work for higher latitudes (Seattle) at first, then get progressively closer to the equator",17,314,55,1122,0.03257768601179123
2020-05-07,@Johnnaaaaaaaaaa @EvaFoxU @Tesla Sure :),8,99,28,1154,0.08718087524175644
2020-05-07,@EvaFoxU @Tesla Way more important than it sounds,21,116,134,2600,0.16220055520534515
2020-05-07,@PPathole @InSpaceXItrust @Space_Station @Tesla @SpaceX @Commercial_Crew 2008 was a super tough year on all levels,10,122,93,3625,0.09006288647651672
2020-05-07,"@thirdrowtesla Tesla &amp; SpaceX are the top two destinations for engineers, because you can have the most fun creatin… https://t.co/GRUJtT5W3G",111,460,1398,21597,0.733835756778717
2020-05-06,@InSpaceXItrust @Space_Station @Tesla @SpaceX @Commercial_Crew That was the whole company back then. Grew organical… https://t.co/BnITD1sUe5,23,320,334,11120,0.005729830823838711
2020-05-06,"@28delayslater @PPathole @truth_tesla @flabellina212 @bouncygulag @tmornini @Param86330798 @Grimezsz I mean, this d… https://t.co/9ZRAf64heO",16,165,102,5331,0.0010348021751269698
2020-05-06,@PPathole @truth_tesla @flabellina212 @bouncygulag @tmornini @Param86330798 @Grimezsz Orange you glad it’s not entomology?,6,65,42,2061,0.01868162862956524
2020-05-06,@truth_tesla @flabellina212 @bouncygulag @tmornini @Param86330798 @Grimezsz Not to mention https://t.co/LJJCD7BAgX!,9,41,84,1747,0.00043980166083201766
2020-05-05,@Gfilche @Tesla There are many pieces to the puzzle,18,175,143,3455,0.03502802178263664
2020-05-01,"@Nfdguy As always, I am optimistic about Tesla long-term",108,402,384,6041,0.6148926615715027
2020-05-01,Tesla stock price is too high imo,14527,12935,22197,196161,0.004427298437803984
2020-04-30,"RT @vincent13031925: Tesla Reached 1,000 Solar Roof Production In A Single Week, Exceeding 4MW https://t.co/hW5WPdv6np",0,0,0,0,0.04428743198513985
2020-04-30,RT @Lebeaucarnews: $TSLA CEO @elonmusk blasts shelter in place orders: “To say that they cannot leave their house and they will be arrested…,0,0,0,0,0.001948939636349678
2020-04-25,@cleantechnica Many talented engineers are working on FSD at Tesla. What matters is solving vision at high frame ra… https://t.co/DMWv2ZOMsk,10,80,142,1567,0.6648244261741638
2020-04-24,"RT @thirdrowtesla: Starting today Teslas in the US can automatically stop for traffic lights and stop signs.🚦🛑

Just say where you want to…",0,0,0,0,0.08380388468503952
2020-04-24,@yourfavgas @VenciKudev @Tesla Width currently limited by size of cold-roll press needed to get steel to full hard… https://t.co/MzNwuHYdBH,7,72,53,1360,0.0019304757006466389
2020-04-24,@VenciKudev @Tesla Absolutely,4,30,34,1040,0.13705883920192719
2020-04-24,Welcome @hiromichimizuno to the Tesla board! Honored to have you.,84,676,802,21974,0.9910643100738525
2020-04-24,@billycrammer @FlaTesla @Tesla 👍,7,87,61,2054,0.022886794060468674
2020-04-23,"RT @Teslarati: Tesla Model S and Model X get free acceleration and endurance boost in new update
https://t.co/MsYXu4IMuW https://t.co/m5dlQ…",0,0,0,0,0.12537725269794464
2020-04-23,@MFrunker @teslaownersSV @CodingMark @JosephVVallace @Kristennetten @thirdrowtesla @Tesla Coming soon,16,85,58,929,0.0024480042047798634
2020-04-23,@teslaownersSV @CodingMark @JosephVVallace @Kristennetten @thirdrowtesla @Tesla Yes,6,48,31,714,0.023119477555155754
2020-04-23,"@CodingMark @JosephVVallace @teslaownersSV @Kristennetten @thirdrowtesla @Tesla Yeah, it’s named after my friend Jo… https://t.co/pF7GPuou2k",5,51,41,1399,0.008592363446950912
2020-04-23,@teslaownersSV @Kristennetten @thirdrowtesla @Tesla Maybe just make Joe Mode quieter?,4,106,33,721,0.002099292352795601
2020-04-23,"In advance of this, please try to hack Starlink &amp; Tesla Mothership! https://t.co/msdv8Dq2BN",190,818,2098,23771,0.02096257358789444
2020-04-20,@batflyer @tobyliiiiiiiiii @Kristennetten @thirdrowtesla @Tesla Yes. It will even float for a while.,49,170,91,1716,0.12117932736873627
2020-04-20,"@tobyliiiiiiiiii @Kristennetten @thirdrowtesla @Tesla Yeah, and whole lot more! Aargh, I’m dying to make Cybertruck like yesterday!!",41,311,237,5527,0.4344857335090637
2020-04-20,@teslaownersSV @Kristennetten @thirdrowtesla @Tesla Thinking about this …,5,112,49,1129,0.0008732922142371535
2020-04-20,@Kristennetten @thirdrowtesla @Tesla This is the key paragraph https://t.co/zvTWhPVcM4,9,117,117,1884,0.0009748893207870424
2020-04-18,@marcelzimmer @parth_dhawale @Tesla The way it should be!,9,131,126,8608,0.32179760932922363
2020-04-17,@CovelloMassimo @Tesla Will do,51,147,151,7194,0.025429634377360344
2020-04-16,Partial list of hospitals to which Tesla sent ventilators https://t.co/sfI6yuUbrM,2224,4385,17262,188079,0.006817477289587259
2020-04-16,@RationalEtienne @PPathole @fat__tire @Kristennetten @Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS… https://t.co/19iZJrO4jt,10,52,41,683,0.0007636856753379107
2020-04-16,@PPathole @fat__tire @Kristennetten @Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte… https://t.co/MtYTEHbPHE,14,32,92,614,0.0008941821870394051
2020-04-16,@fat__tire @Kristennetten @Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte @Erdayastronaut… https://t.co/ykcF5kO9X5,107,175,76,683,0.0015499796718358994
2020-04-16,@PPathole @Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte @Erdayastronaut @Tesla The way th… https://t.co/QTGUqC5bAd,42,109,106,1289,0.0006800774717703462
2020-04-16,@Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte @Erdayastronaut @Tesla Tesla actually sent… https://t.co/YBwxc1JD0C,264,241,103,901,0.0002821864909492433
2020-04-16,"@davidmholtom @Nu23ro @SciGuySpace Tesla *was* saved by an investment in May 2009 from Daimler, not govt. Without t… https://t.co/gT0NepDXUD",8,51,84,1107,0.07524445652961731
2020-04-16,"@davidmholtom @Nu23ro @SciGuySpace Exactly. In mid 2009, Tesla received non-binding approval for loan program actua… https://t.co/Qc7QVyDdUj",10,22,83,1093,0.0036768277641385794
2020-04-12,@PPathole @LivingTesla @Tesla Functionality still looking good for this year. Regulatory approval is the big unknown.,65,187,153,1733,0.5564397573471069
2020-04-12,"@LivingTesla @Tesla It’s not turned on. Meant for vandalism monitoring in a robotaxi future. Also, the car has tran… https://t.co/c3ozaL5AEu",23,73,81,1115,0.0032184086740016937
2020-04-11,@AbiyAhmedAli @Tesla Good talking to you too. It was an honor.,8,87,126,4273,0.9863865375518799
2020-04-09,@MountSinaiNYC @Tesla You’re welcome!,5,104,107,3681,0.9510923624038696
2020-04-09,"RT @Tesla: Tesla wins 5/6 Kelley Blue Book awards

🏆 Best Overall
🏆 Best Value
🏆 Most Refined
🏆 Best Performance
🏆 Best Styling",0,0,0,0,0.6655791401863098
2020-04-08,"@thirdrowtesla Humans drive using 2 cameras on a slow gimbal &amp; are often distracted. A Tesla with 8 cameras, radar,… https://t.co/CowZtqSxox",65,286,608,5264,0.0032548827584832907
2020-04-07,@rknapp_12 @Tesla @thirdrowtesla Coming soon,12,113,92,5014,0.0024179655592888594
2020-04-06,@flcnhvy @Sofiaan @Tesla That’s our goal!,6,115,120,5055,0.29272085428237915
2020-04-06,@facts_tesla Amazing 🤣🤣,3,69,77,3252,0.9748659133911133
2020-04-05,@flcnhvy @Tesla Cool!,4,43,64,1434,0.854445219039917
2020-04-05,@BramJan75663351 @flcnhvy @Tesla Love that Gen Shinseki quote!,3,26,34,847,0.7540394067764282
2020-04-05,RT @Tesla: Engineering update on the Tesla ventilator,0,0,0,0,0.04659207537770271
2020-04-05,We’re adding this here catchy tune to the music maker in the Tesla!,37,334,297,10957,0.8439651727676392
2020-04-04,RT @Medtronic: #MDTisMobilizing with @elonmusk. Our collaboration with @Tesla / SpaceX is bearing fruit. @SpaceX is now making a vital comp…,0,0,0,0,0.21428920328617096
2020-04-04,@HenryFordNews @Tesla 👍,8,129,134,5614,0.01728164777159691
2020-04-04,@NYCHealthSystem @Tesla You’re welcome!,14,99,125,4594,0.9375159740447998
2020-04-04,@teslaownersSV @28delayslater @thirdrowtesla Tesla is on second rev of internal ventilator design. Will post an update on this tomorrow.,60,173,222,2451,0.026190463453531265
2020-04-04,@28delayslater @thirdrowtesla First Medtronic units from Tesla getting installed in NY metro area. These are for wo… https://t.co/2Kk4DvuOm9,91,209,715,7117,0.009479359723627567
2020-04-03,"@jgrano305 @Kristennetten @brandonbernicky @thirdrowtesla Oh sure, good point. Will discuss with team &amp; make available to buy in Tesla app.",9,93,47,741,0.5059276223182678
2020-04-03,@ChrisDungeon @Tesla 🤔,6,94,72,1968,0.0011608009226620197
2020-03-31,@NYCHealthSystem @Tesla Happy we could be helpful! More available if needed.,55,392,549,14387,0.8815959095954895
2020-03-31,We have extra FDA-approved ventilators. Will ship to hospitals worldwide within Tesla delivery regions. Device &amp; sh… https://t.co/34PQmddogo,10079,12524,70915,309715,0.20657098293304443
2020-03-27,@NYCMayor Biggest value Tesla is providing is precise delivery of ventilators exactly to the ICU where &amp; when they’… https://t.co/gPQC9kqF4P,81,158,390,5149,0.5923250317573547
2020-03-27,@NYCMayor You’re most welcome. Credit to the Tesla team. Will do our best to help in any way.,60,286,682,17575,0.9366254806518555
2020-03-25,@flcnhvy @Tesla Giga New York will reopen for ventilator production as soon as humanly possible. We will do anythin… https://t.co/OBSiYNQjXW,170,364,896,7595,0.06206317991018295
2020-03-25,@enscand @PPathole @flcnhvy @Tesla Something weird happened at CDC yesterday. They changed the graph to include “es… https://t.co/3j0jcRS6Yk,8,73,57,740,0.0020439429208636284
2020-03-25,@PPathole @flcnhvy @Tesla C19 testing in the US over the past week has grown much faster than C19 positive cases. I… https://t.co/9Efo0MpQx9,49,217,165,1633,0.1860775649547577
2020-03-25,@PPathole @flcnhvy @Tesla Yes. Is there more? Should be a lot of data by now.,3,68,42,790,0.02624458819627762
2020-03-25,@flcnhvy @Tesla Making good progress. We will do whatever is needed to help in these difficult times.,65,298,698,11501,0.7092046141624451
2020-03-24,"@SteveHamel16 @JordanWells33 @hereforthecom19 @ScottWapnerCNBC Thanks Tesla China team, China Customs Authority &amp; L… https://t.co/edQKYB7l4F",38,138,325,5965,0.08834648877382278
2020-03-23,@uwdrwaldorf @Tesla @omead_a @UWMedicine Thanks for taking delivery in your garage! Let us know if there’s anything else you need.,12,51,131,2348,0.7371221780776978
2020-03-22,"@justpaulinelol @EvaFoxU @Tesla We expect to have over ~1200 to distribute this week. Getting them delivered, insta… https://t.co/G2c007ZTK1",157,469,841,10449,0.048824992030858994
2020-03-22,@EvaFoxU @Tesla Supply chain logistics — getting masks &amp; other PPE to the right places in time  — is the main issue… https://t.co/5CvoF8HpAt,21,134,191,2295,0.030376337468624115
2020-03-22,@NativeCACV @Tesla @omead_a You’re most welcome. We’re working on getting other types of PPE too. Ventilators shoul… https://t.co/vQWUnuF1Xv,24,107,149,1564,0.41793739795684814
2020-03-21,RT @Medtronic: Addressing #COVID19 is a group effort. We are grateful for the discussion with @ElonMusk and @Tesla as we work across indust…,0,0,0,0,0.8627864122390747
2020-03-19,@Cernovich China is operating normally across hundreds of suppliers &amp; all of Tesla Shanghai,59,197,301,4400,0.026019925251603127
2020-03-19,@NateSilver538 Tesla makes cars with sophisticated hvac systems. SpaceX makes spacecraft with life support systems.… https://t.co/3l6IMNn8DN,1260,3588,2048,11985,0.1862320601940155
2020-03-16,"RT @Tesla: Model Y deliveries begin!

https://t.co/ZhuiM5MTOf https://t.co/3gX6MBPmhp",0,0,0,0,0.0409536249935627
2020-03-15,@Tesla Congratulations Giga NY team!,17,250,379,12978,0.9982345104217529
2020-03-11,@TesLatino @Tesla Checking,8,64,64,1419,0.000994873116724193
2020-03-11,"RT @vincent13031925: Tesla Topped 1st Place 🏆🥇 in Consumer Reports Owner Satisfaction Survey 👏🏻👏🏻👏🏻

$TSLA #Tesla 
@elonmusk @Tesla
https:/…",0,0,0,0,0.11731505393981934
2020-03-10,@EvaFoxU @Autozeitung @Tesla ⚡️,10,115,84,2584,0.005288376938551664
2020-03-10,Tesla should have a mega rave cave under the Berlin Gigafatory,1640,4043,9249,75360,0.011876650154590607
2020-03-10,"Congratulations Tesla team on making our 1,000,000th car!! https://t.co/5M99a9LLQi",2080,3910,19639,252848,0.9990217685699463
2020-03-05,@Tesla Raising art to new heights,37,628,502,18987,0.09447809308767319
2020-03-05,RT @Tesla: Art of the Roof,0,0,0,0,0.08543168008327484
2020-03-04,RT @Tesla: Model 3 recently earned the 2020 IIHS Top Safety Pick+ Award. Winning cars are selected on their ability to protect people insid…,0,0,0,0,0.35598045587539673
2020-03-04,@justpaulinelol @Erdayastronaut @Sofiaan @Tesla We’re making progress. Improved rules are going through the EU stan… https://t.co/AH92MZtbBo,25,94,116,2117,0.04669978469610214
2020-03-04,"@Erdayastronaut @Sofiaan @Tesla Cool, we’re tracking to release more FSD features later this month",59,188,198,2356,0.19462405145168304
2020-03-04,"@Sofiaan @Tesla True. Oddly, those who complained didn’t actually order FSD. Perhaps they weren’t aware that the co… https://t.co/yC54tLBzeD",36,161,114,1524,0.0027165072970092297
2020-03-04,"RT @Teslarati: Tesla rolls out ""range update"" for Model S, Model X display to reflect improved efficiency. Model X shows a whopping 354 mil…",0,0,0,0,0.16771547496318817
2020-03-02,RT @WIRED: Your Cybertruck is here. It's just ... a toy. The Hot Wheels Tesla Cybertruck goes 25 miles per hour and accelerates like a demo…,0,0,0,0,0.2949208617210388
2020-02-26,@Erdayastronaut @JaneidyEve @JakeTheHuman28 @tesla_truth @Twitter Sure,11,121,103,3631,0.0019256557570770383
2020-02-26,@JaneidyEve @JakeTheHuman28 @tesla_truth @Twitter Posting SpaceX videos is definitely not copyright infringement!,32,101,230,3159,0.011248770169913769
2020-02-22,Getting there was super hard. Very proud of Tesla team!,46,561,532,20553,0.9665793776512146
2020-02-22,Model 3 achieves 350 mile actual range vs 310 EPA sticker in Consumer Reports testing https://t.co/5hqRhjP4bV,212,1159,2237,31024,0.020992541685700417
2020-02-20,RT @Tesmanian_com: Tesla Model 3 Is Consumer Reports' Top EV Pick for 2020 https://t.co/4ZthC6qt88 https://t.co/AyIfI6CsNb,0,0,0,0,0.05520663037896156
